name,price_usd,year,manufacturer,model,class,length_ft,fuel,hull_material,hull_shape
2001 najad 3732001 najad 373,179850,2001,najad,373,sloop boats,37,diesel,other materials,semi-displacement
2010 nauticat 3312010 nauticat 331,271955,2010,nauticat,331,sloop boats,37,diesel,other materials,other
2003 etap 37s -verkauft-2003 etap 37s -verkauft-,97010,2003,etap,37s -verkauft-,daysailers,37,diesel,fiberglass / polyester,
1964 alpa alpa maica1964 alpa alpa maica,3270,1964,alpa,alpa maica,sloop boats,37,diesel,fiberglass / polyester,
1991 colvic countess 37 ds1991 colvic countess 37 ds,74321,1991,colvic,countess 37 ds,sailing yachts,37,diesel,fiberglass / polyester,monohull
1978 oyster 371978 oyster 37,51230,1978,oyster,37,classic sailboats,37,diesel,fiberglass / polyester,displacement
1982 oyster 371982 oyster 37,51775,1982,oyster,37,sailing yachts,37,diesel,fiberglass / polyester,
2011 tartan 3700 ccr2011 tartan 3700 ccr,177670,2011,tartan,3700 ccr,racer sailboats,37,diesel,fiberglass / polyester,monohull
1973 wauquiez 371973 wauquiez 37,48349,1973,wauquiez,37,sailing yachts,37,diesel,fiberglass / polyester,
2005 etap etap 37s2005 etap etap 37s,105730,2005,etap,etap 37s,daysailers,36,diesel,other materials,
2008 hanse 3702008 hanse 370,129710,2008,hanse,370,other (sailboats),36,diesel,fiberglass / polyester,
2004 hanse 3712004 hanse 371,0,2004,hanse,371,racer/cruiser sailboats,36,diesel,fiberglass / polyester,
2003 hanse 3712003 hanse 371,0,2003,hanse,371,racer/cruiser sailboats,36,diesel,fiberglass / polyester,
2022 jeanneau sun fast 36002022 jeanneau sun fast 3600,238147,2022,jeanneau,sun fast 3600,sailing yachts,36,diesel,fiberglass / polyester,
1980 porter & haylett grampain 371980 porter & haylett grampain 37,38150,1980,porter & haylett,grampain 37,classic sailboats,36,diesel,fiberglass / polyester,
1988 tayana 371988 tayana 37,70850,1988,tayana,37,sailing yachts,36,diesel,fiberglass / polyester,
2006 victoire 11222006 victoire 1122,140610,2006,victoire,1122,sloop boats,36,diesel,other materials,
1962 bölte werft rendsburg 7 kr seekreuzer 11m1962 bölte werft rendsburg 7 kr seekreuzer 11m,89380,1962,bölte werft rendsburg,7 kr seekreuzer 11m,sailing yachts,36,diesel,steel,
1992 dehler 37 cws1992 dehler 37 cws,64310,1992,dehler,37 cws,racer/cruiser sailboats,36,diesel,fiberglass / polyester,
2019 dufour 390 grand large - 390 gl2019 dufour 390 grand large - 390 gl,260510,2019,dufour,390 grand large - 390 gl,sailing yachts,36,diesel,fiberglass / polyester,
2005 fountaine pajot maryland 372005 fountaine pajot maryland 37,216365,2005,fountaine pajot,maryland 37,catamarans and trimarans,36,diesel,other materials,
2002 jeanneau sun fast 37 -verkauft-2002 jeanneau sun fast 37 -verkauft-,92541,2002,jeanneau,sun fast 37 -verkauft-,daysailers,36,diesel,fiberglass / polyester,
1980 nauticat nauticat 331980 nauticat nauticat 33,70850,1980,nauticat,nauticat 33,motor glider (sail),36,gasoline,fiberglass / polyester,
1975 thames marine mirage 371975 thames marine mirage 37,32155,1975,thames marine,mirage 37,motor glider (sail),36,diesel,fiberglass / polyester,monohull
2002 winner 11.20 -verkauft-2002 winner 11.20 -verkauft-,107365,2002,winner,11.20 -verkauft-,daysailers,36,diesel,fiberglass / polyester,
1999 bootswerft diethelm baars decksalonyacht1999 bootswerft diethelm baars decksalonyacht,91560,1999,bootswerft diethelm baars,decksalonyacht,sailing yachts,36,diesel,wood,
1993 tayana tayana 37 ct1993 tayana tayana 37 ct,82295,1993,tayana,tayana 37 ct,sailing yachts,36,diesel,fiberglass / polyester,
"1950 abeking & rasmussen 7,5 kr kreuzeryacht1950 abeking & rasmussen 7,5 kr kreuzeryacht",64310,1950,abeking & rasmussen,"7,5 kr kreuzeryacht",sloop boats,36,diesel,wood,
1928 custom zeesenboot1928 custom zeesenboot,87200,1928,custom,zeesenboot,classic sailboats,36,diesel,other materials,
2010 dick zaal 37 lapwing2010 dick zaal 37 lapwing,528650,2010,dick zaal,37 lapwing,sloop boats,36,diesel,aluminum,
1939 international 6 metre1939 international 6 metre,0,1939,international,6 metre,sloop boats,36,other,wood,
1981 jeanneau sun fizz1981 jeanneau sun fizz,46325,1981,jeanneau,sun fizz,sailing yachts,36,diesel,fiberglass / polyester,
1979 pearson 365 pearson1979 pearson 365 pearson,34880,1979,pearson,365 pearson,other (sailboats),36,diesel,fiberglass / polyester,
2007 delphia yachts 372007 delphia yachts 37,109000,2007,delphia yachts,37,sailing yachts,36,diesel,composite,
2002 william garden ketch 392002 william garden ketch 39,83930,2002,william garden,ketch 39,sloop boats,36,diesel,other materials,
1998 barberis 3811998 barberis 381,49050,1998,barberis,381,sailing yachts,36,diesel,other materials,
2008 carena 362008 carena 36,75755,2008,carena,36,sloop boats,36,diesel,wood,other
1983 custom del pardo gran soleil 351983 custom del pardo gran soleil 35,51230,1983,custom,del pardo gran soleil 35,sailing yachts,36,other,other materials,
1984 fountaine pajot louisiane 371984 fountaine pajot louisiane 37,91560,1984,fountaine pajot,louisiane 37,catamaran,36,gasoline,fiberglass / polyester,
1980 juelsminde colina 361980 juelsminde colina 36,136250,1980,juelsminde,colina 36,sailing yachts,36,diesel,composite,
2003 dufour 36 classic2003 dufour 36 classic,125350,2003,dufour,36 classic,sloop boats,36,diesel,fiberglass / polyester,
1987 rekere 361987 rekere 36,97010,1987,rekere,36,sloop boats,36,diesel,steel,
2023 excess 112023 excess 11,0,2023,excess,11,catamaran,36,diesel,fiberglass / polyester,
2023 excess 112023 excess 11,0,2023,excess,11,catamaran,36,diesel,fiberglass / polyester,
1996 gib'sea gib sea 3641996 gib'sea gib sea 364,63765,1996,gib'sea,gib sea 364,daysailers,36,diesel,other materials,
1996 gib'sea gib sea 3641996 gib'sea gib sea 364,63765,1996,gib'sea,gib sea 364,daysailers,36,diesel,other materials,
2008 fountaine pajot mahe 362008 fountaine pajot mahe 36,129165,2008,fountaine pajot,mahe 36,daysailers,36,diesel,other materials,
2005 beneteau first 36.7 nice boat2005 beneteau first 36.7 nice boat,75210,2005,beneteau,first 36.7 nice boat,sailing yachts,36,diesel,fiberglass / polyester,
2003 dufour 36 classic2003 dufour 36 classic,63220,2003,dufour,36 classic,sloop boats,36,diesel,other materials,other
1938 baglietto twins v - 6 m. international tonnage1938 baglietto twins v - 6 m. international tonnage,41420,1938,baglietto,twins v - 6 m. international tonnage,classic sailboats,36,diesel,wood,
1999 bavaria 34-31999 bavaria 34-3,59514,1999,bavaria,34-3,racer/cruiser sailboats,36,,fiberglass / polyester,
1981 bernard freres ketch-bois-ventoux 111981 bernard freres ketch-bois-ventoux 11,65400,1981,bernard freres,ketch-bois-ventoux 11,daysailers,36,diesel,other materials,
1991 dehler 36 cws1991 dehler 36 cws,58751,1991,dehler,36 cws,daysailers,36,diesel,fiberglass / polyester,
1991 dehler 36 cws1991 dehler 36 cws,53955,1991,dehler,36 cws,racer/cruiser sailboats,36,diesel,fiberglass / polyester,
2015 dufour 410 gl2015 dufour 410 gl,154780,2015,dufour,410 gl,sailing yachts,36,diesel,composite,monohull
1998 eigenbau reinke s101998 eigenbau reinke s10,43600,1998,eigenbau,reinke s10,sailing yachts,36,diesel,steel,
2006 elan boats impression 3842006 elan boats impression 384,95920,2006,elan boats,impression 384,sailing yachts,36,diesel,fiberglass / polyester,
1992 grand soleil grand soleil 381992 grand soleil grand soleil 38,62130,1992,grand soleil,grand soleil 38,sailing yachts,36,other,fiberglass / polyester,
1968 nautor swan 36 s&s1968 nautor swan 36 s&s,32155,1968,nautor swan,36 s&s,sloop boats,36,diesel,other materials,displacement
1997 nissen one off1997 nissen one off,103550,1997,nissen,one off,daysailers,36,gasoline,aluminum,
1985 scalar scalar 361985 scalar scalar 36,114450,1985,scalar,scalar 36,daysailers,36,,fiberglass / polyester,
1981 siltala nauticat 331981 siltala nauticat 33,74120,1981,siltala,nauticat 33,motor glider (sail),36,diesel,fiberglass / polyester,
1988 sweden yachts 381988 sweden yachts 38,0,1988,sweden yachts,38,sailing yachts,36,diesel,other materials,
1988 vilm typ 1a1988 vilm typ 1a,58860,1988,vilm,typ 1a,motor glider (sail),36,diesel,composite,
1976 nab yachts nab 32 a1976 nab yachts nab 32 a,16350,1976,nab yachts,nab 32 a,sailing yachts,36,diesel,fiberglass / polyester,
1930 zeilende boerenpraam1930 zeilende boerenpraam,25615,1930,zeilende,boerenpraam,performance sailboats,36,,steel,
2009 fountaine pajot mahe 362009 fountaine pajot mahe 36,130800,2009,fountaine pajot,mahe 36,daysailers,36,diesel,other materials,
1987 marine projects sigma 3621987 marine projects sigma 362,38041,1987,marine projects,sigma 362,sailing yachts,36,diesel,other materials,
1984 sigma yachts 361984 sigma yachts 36,52865,1984,sigma yachts,36,sailing yachts,36,diesel,fiberglass / polyester,
2003 doubloon 362003 doubloon 36,61923,2003,doubloon,36,sailing yachts,35,diesel,fiberglass / polyester,monohull
2022 jeanneau sun fast 36002022 jeanneau sun fast 3600,269826,2022,jeanneau,sun fast 3600,racer/cruiser sailboats,35,diesel,fiberglass / polyester,monohull
1977 she 361977 she 36,49588,1977,she,36,sailing yachts,35,diesel,fiberglass / polyester,
2004 bavaria 362004 bavaria 36,70741,2004,bavaria,36,sailing yachts,35,diesel,fiberglass / polyester,monohull
1995 bavaria 35 holiday1995 bavaria 35 holiday,56680,1995,bavaria,35 holiday,sloop boats,35,other,other materials,other
1974 contest 36 ketch1974 contest 36 ketch,27795,1974,contest,36 ketch,sloop boats,35,diesel,other materials,other
2006 dehler 36 sq2006 dehler 36 sq,129710,2006,dehler,36 sq,daysailers,35,other,fiberglass / polyester,
2005 dehler 36 sq2005 dehler 36 sq,130255,2005,dehler,36 sq,daysailers,35,diesel,other materials,
1988 finngulf finngulf 361988 finngulf finngulf 36,95920,1988,finngulf,finngulf 36,sailing yachts,35,diesel,composite,
2005 marina sport 362005 marina sport 36,64310,2005,marina sport,36,daysailers,35,gasoline,fiberglass / polyester,
1978 hanseat 70 bii1978 hanseat 70 bii,48995,1978,hanseat,70 bii,sloop boats,35,,other materials,other
1986 belliure (es) 391986 belliure (es) 39,75755,1986,belliure (es),39,sailing yachts,35,diesel,fiberglass / polyester,
1985 alaver idea 111985 alaver idea 11,38150,1985,alaver,idea 11,sailing yachts,35,diesel,fiberglass / polyester,
2023 aventura 372023 aventura 37,292665,2023,aventura,37,other (sailboats),35,diesel,other materials,
2014 bavaria 37 cruiser2014 bavaria 37 cruiser,125350,2014,bavaria,37 cruiser,sailing yachts,35,,fiberglass / polyester,
2014 bavaria 37 cruiser2014 bavaria 37 cruiser,118810,2014,bavaria 37,cruiser,sloop boats,35,diesel,other materials,other
1994 carroll marine mumm 361994 carroll marine mumm 36,46870,1994,carroll marine,mumm 36,racer sailboats,35,diesel,composite,displacement
2006 dehler 36 sq2006 dehler 36 sq,119900,2006,dehler,36 sq,classic sailboats,35,diesel,fiberglass / polyester,monohull
1991 gib'sea 3721991 gib'sea 372,93740,1991,gib'sea,372,sloop boats,35,diesel,fiberglass / polyester,monohull
2005 wrighton biloup 362005 wrighton biloup 36,87200,2005,wrighton,biloup 36,daysailers,35,diesel,other materials,
2005 wrighton biloup 362005 wrighton biloup 36,87200,2005,wrighton,biloup 36,daysailers,35,diesel,other materials,
2020 viko s352020 viko s35,107910,2020,viko,s35,other (sailboats),35,diesel,fiberglass / polyester,
1983 westerly corsair 361983 westerly corsair 36,49050,1983,westerly,corsair 36,sailing yachts,35,diesel,fiberglass / polyester,
2000 beneteau oceanis clipper 3112000 beneteau oceanis clipper 311,53955,2000,beneteau,oceanis clipper 311,sailing yachts,35,diesel,fiberglass / polyester,
1983 jeanneau sun fizz 401983 jeanneau sun fizz 40,53410,1983,jeanneau,sun fizz 40,sloop boats,35,other,other materials,
1979 chb ketch taipei 361979 chb ketch taipei 36,39240,1979,chb,ketch taipei 36,daysailers,35,diesel,other materials,
2007 delphia 372007 delphia 37,107365,2007,delphia,37,sloop boats,35,diesel,other materials,
2004 dufour 36 classic2004 dufour 36 classic,81205,2004,dufour,36 classic,sailing yachts,35,diesel,fiberglass / polyester,
2005 beneteau oceanis 343 clipper 3 cabins2005 beneteau oceanis 343 clipper 3 cabins,97010,2005,beneteau,oceanis 343 clipper 3 cabins,daysailers,35,diesel,fiberglass / polyester,
1988 gib'sea gib sea 3721988 gib'sea gib sea 372,59841,1988,gib'sea,gib sea 372,daysailers,35,diesel,other materials,
2001 bavaria 34 -32001 bavaria 34 -3,62130,2001,bavaria,34 -3,sloop boats,35,diesel,other materials,other
2001 bavaria 34-22001 bavaria 34-2,54391,2001,bavaria,34-2,sloop boats,35,diesel,other materials,other
1984 beneteau first class 101984 beneteau first class 10,20165,1984,beneteau,first class 10,daysailers,35,diesel,other materials,
1968 boudignon ketch classique flamant 111968 boudignon ketch classique flamant 11,70850,1968,boudignon,ketch classique flamant 11,classic sailboats,35,diesel,other materials,
1968 boudignon ketch classique flamant 111968 boudignon ketch classique flamant 11,70850,1968,boudignon,ketch classique flamant 11,classic sailboats,35,diesel,other materials,
2004 comfortina 352004 comfortina 35,128075,2004,comfortina,35,sloop boats,35,,other materials,
1983 j boats j/351983 j boats j/35,43491,1983,j boats,j/35,sloop boats,35,diesel,other materials,other
2022 jeanneau sun fast 36002022 jeanneau sun fast 3600,0,2022,jeanneau,sun fast 3600,racer sailboats,35,diesel,fiberglass / polyester,
1977 jeremy rogers gb contessa 351977 jeremy rogers gb contessa 35,71940,1977,jeremy rogers gb,contessa 35,daysailers,35,diesel,other materials,
1981 larsmo marin avance 36 -verkauft-1981 larsmo marin avance 36 -verkauft-,41420,1981,larsmo marin,avance 36 -verkauft-,daysailers,35,diesel,fiberglass / polyester,
1980 shogun 10801980 shogun 1080,7630,1980,shogun,1080,sloop boats,35,diesel,other materials,
2022 dufour 37 liegeplatz optional in der baltic bay erhältlich2022 dufour 37 liegeplatz optional in der baltic bay erhältlich,270320,2022,dufour,37 liegeplatz optional in der baltic bay erhältlich,daysailers,35,diesel,fiberglass / polyester,
1976 nordia 35 van dam1976 nordia 35 van dam,43055,1976,nordia,35 van dam,sloop boats,35,diesel,other materials,semi-displacement
1967 västeras hardplast tillberga bacchant iv1967 västeras hardplast tillberga bacchant iv,53955,1967,västeras hardplast tillberga,bacchant iv,daysailers,35,diesel,fiberglass / polyester,
1982 beneteau first 351982 beneteau first 35,34880,1982,beneteau,first 35,classic sailboats,35,diesel,fiberglass / polyester,
2006 jeanneau sun fast 352006 jeanneau sun fast 35,75210,2006,jeanneau,sun fast 35,daysailers,35,diesel,other materials,
1971 trintella iii1971 trintella iii,57225,1971,trintella,iii,sloop boats,35,diesel,other materials,
2022 dufour 3602022 dufour 360,189660,2022,dufour,360,sailing yachts,35,diesel,fiberglass / polyester,
1994 tartan 35001994 tartan 3500,101370,1994,tartan,3500,sloop boats,35,diesel,other materials,
2008 bavaria 34 cruiser2008 bavaria 34 cruiser,86110,2008,bavaria,34 cruiser,daysailers,35,,fiberglass / polyester,
2009 bavaria cruiser 352009 bavaria cruiser 35,93740,2009,bavaria,cruiser 35,sailing yachts,35,diesel,fiberglass / polyester,
2001 bavaria 34/2 flensburger förde2001 bavaria 34/2 flensburger förde,76300,2001,bavaria,34/2 flensburger förde,sailing yachts,35,,fiberglass / polyester,
"1980 brandsma kutteryacht 10,70m1980 brandsma kutteryacht 10,70m",64310,1980,brandsma,"kutteryacht 10,70m",classic sailboats,35,diesel,other materials,
1972 catalina allegre 10.601972 catalina allegre 10.60,32591,1972,catalina,allegre 10.60,sailing yachts,35,diesel,fiberglass / polyester,displacement
2001 comet 362001 comet 36,65400,2001,comet,36,racer/cruiser sailboats,35,diesel,fiberglass / polyester,
1987 custom uecker fahrensmann 361987 custom uecker fahrensmann 36,76191,1987,custom,uecker fahrensmann 36,classic sailboats,35,diesel,other materials,
2022 dehler 342022 dehler 34,230611,2022,dehler,34,sailing yachts,35,diesel,fiberglass / polyester,
2022 dehler 342022 dehler 34,242743,2022,dehler,34,daysailers,35,diesel,other materials,
2023 grand soleil 342023 grand soleil 34,190750,2023,grand soleil,34,sailing yachts,35,diesel,fiberglass / polyester,monohull
1984 siltala yacht nauticat 331984 siltala yacht nauticat 33,74665,1984,siltala yacht,nauticat 33,daysailers,35,diesel,other materials,
2007 jeanneau sun odyssey 36i - 36 i2007 jeanneau sun odyssey 36i - 36 i,95920,2007,jeanneau,sun odyssey 36i - 36 i,sailing yachts,35,diesel,fiberglass / polyester,
2001 beneteau first 36.72001 beneteau first 36.7,70850,2001,beneteau,first 36.7,sailing yachts,35,diesel,fiberglass / polyester,
2002 beneteau first 36.72002 beneteau first 36.7,98094,2002,beneteau,first 36.7,sailing yachts,35,diesel,fiberglass / polyester,
1992 alc 351992 alc 35,41965,1992,alc,35,sloop boats,35,diesel,other materials,other
1984 albin 351984 albin 35,34091,1984,albin,35,sailing yachts,35,diesel,fiberglass / polyester,
1995 beneteau oceanis 3511995 beneteau oceanis 351,76191,1995,beneteau,oceanis 351,sailing yachts,35,diesel,fiberglass / polyester,monohull
1981 colvic liberator 351981 colvic liberator 35,19773,1981,colvic,liberator 35,sailing yachts,35,diesel,fiberglass / polyester,monohull
2006 jeanneau sun odyssey 352006 jeanneau sun odyssey 35,74383,2006,jeanneau,sun odyssey 35,sailing yachts,35,diesel,fiberglass / polyester,
2005 jeanneau sun odyssey 352005 jeanneau sun odyssey 35,77482,2005,jeanneau,sun odyssey 35,sailing yachts,35,diesel,fiberglass / polyester,monohull
1988 nauticat 351988 nauticat 35,103550,1988,nauticat,35,sloop boats,35,diesel,fiberglass / polyester,other
1974 nicholson 351974 nicholson 35,30986,1974,nicholson,35,sailing yachts,35,diesel,fiberglass / polyester,
1997 puffin 361997 puffin 36,151510,1997,puffin,36,sloop boats,35,diesel,steel,
